Title,Year,Rating,Runtime,Critic.Score,Box.Office,Award
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,G,74,72,65.1,FALSE
The Eye,2008,PG-13,98,22,31.4,FALSE
Strange Wilderness,2008,R,87,2,6.5,FALSE
Fool's Gold,2008,PG-13,112,11,70.2,TRUE
"Welcome Home, Roscoe Jenkins",2008,PG-13,114,22,42.2,FALSE
Jumper,2008,PG-13,88,16,80.1,TRUE
Step Up 2: The Streets,2008,PG-13,98,27,58,FALSE
The Spiderwick Chronicles,2008,PG,96,80,71.1,FALSE
"Definitely, Maybe",2008,PG-13,112,71,32,FALSE
Witless Protection,2008,PG-13,97,4,4.1,FALSE
Be Kind Rewind,2008,PG-13,102,66,11,FALSE
Vantage Point,2008,PG-13,90,35,72.3,FALSE
Semi-Pro,2008,R,91,21,33.4,FALSE
In Bruges,2008,R,107,84,7.6,FALSE
The Other Boleyn Girl,2008,PG-13,115,42,26.8,FALSE
"10,000 BC",2008,PG-13,109,8,94.8,FALSE
Miss Pettigrew Lives for a Day,2008,PG-13,92,77,12.3,TRUE
College Road Trip,2008,G,83,13,45.6,FALSE
The Bank Job,2008,R,111,79,30,TRUE
Never Back Down,2008,PG-13,110,22,24.8,TRUE
Doomsday,2008,R,105,50,11,FALSE
Horton Hears a Who!,2008,G,86,79,154.4,FALSE
Meet the Browns,2008,PG-13,100,32,41.9,TRUE
Shutter,2008,PG-13,85,7,25.9,TRUE
Drillbit Taylor,2008,PG-13,110,25,32.9,FALSE
Stop-Loss,2008,R,112,65,10.8,TRUE
21,2008,PG-13,123,36,81.2,TRUE
Superhero Movie,2008,PG-13,75,16,25.8,TRUE
Nim's Island,2008,PG,96,51,47.9,FALSE
Shine a Light,2008,PG-13,122,87,5.4,TRUE
Leatherheads,2008,PG-13,114,52,31.2,TRUE
The Ruins,2008,R,90,48,17.4,FALSE
Street Kings,2008,R,109,36,26.4,FALSE
Prom Night,2008,PG-13,88,8,43.8,TRUE
Smart People,2008,R,95,49,9.5,TRUE
Forgetting Sarah Marshall,2008,R,111,85,62.9,TRUE
Expelled: No Intelligence Allowed,2008,PG,90,11,7.5,FALSE
The Forbidden Kingdom,2008,PG-13,104,64,51.9,FALSE
Deception,2008,R,107,14,4.6,FALSE
Harold & Kumar Escape from Guantanamo Bay,2008,R,104,53,38.1,FALSE
Baby Mama,2008,PG-13,99,64,60.3,FALSE
Iron Man,2008,PG-13,126,94,318.3,FALSE
Made of Honor,2008,PG-13,101,14,46,TRUE
Speed Racer,2008,PG,135,39,43.9,TRUE
What Happens in Vegas,2008,PG-13,99,27,80.2,TRUE
Where in the World Is Osama Bin Laden?,2008,PG-13,90,38,0.3,TRUE
Redbelt,2008,R,99,68,2.3,TRUE
The Chronicles of Narnia: Prince Caspian,2008,PG,150,67,141.6,TRUE
Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,122,78,317,TRUE
Sex and the City,2008,R,145,49,152.6,FALSE
The Strangers,2008,R,86,45,52.5,TRUE
Kung Fu Panda,2008,PG,92,87,215.4,FALSE
You Don't Mess with the Zohan,2008,PG-13,113,38,100,FALSE
Waltz with Bashir,2008,R,90,96,2.1,FALSE
The Children of Huang Shi,2008,R,125,30,0.7,FALSE
The Promotion,2008,R,86,53,0.4,TRUE
The Happening,2008,R,91,17,64.5,FALSE
The Incredible Hulk,2008,PG-13,112,67,134.5,TRUE
"War, Inc.",2008,R,107,30,0.5,TRUE
The Love Guru,2008,PG-13,87,14,32.2,FALSE
Get Smart,2008,PG-13,110,51,130.2,FALSE
Wanted,2008,R,110,72,134.3,FALSE
WALL·E,2008,G,98,96,223.7,TRUE
Kit Kittredge: An American Girl,2008,G,101,79,17.5,TRUE
Hancock,2008,PG-13,92,41,227.9,FALSE
CSNY/Déjà Vu,2008,R,96,68,0.0329,FALSE
Journey to the Center of the Earth,2008,PG,93,61,101.7,TRUE
Hellboy II: The Golden Army,2008,PG-13,120,86,75.8,FALSE
Meet Dave,2008,PG,90,20,11.6,FALSE
Outlander,2008,R,115,37,0.0596,FALSE
Fireflies in the Garden,2008,R,120,20,0.0369,TRUE
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,R,120,86,1,TRUE
The Dark Knight,2008,PG-13,152,94,533.3,FALSE
Mamma Mia!,2008,PG-13,108,54,143.7,TRUE
Space Chimps,2008,G,81,34,29.9,TRUE
Step Brothers,2008,R,98,55,100.5,FALSE
The X Files: I Want to Believe,2008,PG-13,104,31,20.8,FALSE
The Wackness,2008,R,99,69,2,TRUE
Swing Vote,2008,PG-13,120,38,16.2,TRUE
The Mummy: Tomb of the Dragon Emperor,2008,PG-13,112,13,101.6,TRUE
The Sisterhood of the Traveling Pants 2,2008,PG-13,117,65,44,FALSE
The Midnight Meat Train,2008,R,100,71,0.0344,FALSE
Beer for My Horses,2008,PG-13,86,0,0.6,FALSE
Tropic Thunder,2008,R,107,83,110.4,FALSE
Star Wars: The Clone Wars,2008,PG,98,18,35.1,TRUE
Mirrors,2008,R,110,14,30.6,FALSE
Vicky Cristina Barcelona,2008,PG-13,96,81,23.2,FALSE
American Teen,2008,PG-13,95,69,0.8,FALSE
Henry Poole Is Here,2008,PG,99,39,1.7,TRUE
The Rocker,2008,PG-13,102,41,6.3,FALSE
The Longshots,2008,PG,94,41,11.4,FALSE
Death Race,2008,R,105,43,36.1,FALSE
The House Bunny,2008,PG-13,97,42,48.2,TRUE
Traitor,2008,PG-13,114,64,23.5,FALSE
Hamlet 2,2008,R,92,62,4.8,TRUE
College,2008,R,94,5,4.6,FALSE
Elegy,2008,R,112,75,3.5,TRUE
Man on Wire,2008,PG-13,94,100,2.6,TRUE
Fly Me to the Moon 3D,2008,G,84,19,13.6,FALSE
Disaster Movie,2008,PG-13,87,1,14.2,TRUE
Bottle Shock,2008,PG-13,110,48,3.9,FALSE
Frozen River,2008,R,97,88,2.1,FALSE
Bangkok Dangerous,2008,R,99,9,15.2,FALSE
The Women,2008,PG-13,114,13,26.8,FALSE
The Family That Preys,2008,PG-13,111,51,37,FALSE
Righteous Kill,2008,R,101,19,40,FALSE
Burn After Reading,2008,R,96,78,60.3,FALSE
Igor,2008,PG,87,36,19.4,TRUE
My Best Friend's Girl,2008,R,101,14,19.2,FALSE
Ghost Town,2008,PG-13,102,85,13.2,FALSE
Lakeview Terrace,2008,PG-13,110,45,39.3,FALSE
Eagle Eye,2008,PG-13,118,26,101.1,FALSE
Fireproof,2008,PG,122,40,33.5,FALSE
Nights in Rodanthe,2008,PG-13,97,30,41.8,TRUE
Choke,2008,R,92,54,2.8,FALSE
Forever Strong,2008,PG-13,112,29,0.5,FALSE
Miracle at St. Anna,2008,R,160,34,7.8,TRUE
The Lucky Ones,2008,R,115,37,0.2,FALSE
Appaloosa,2008,R,115,77,20.2,FALSE
Flash of Genius,2008,PG-13,119,59,4.2,FALSE
Beverly Hills Chihuahua,2008,PG,91,41,94.5,TRUE
Religulous,2008,R,101,70,13,FALSE
An American Carol,2008,PG-13,83,11,7,TRUE
Nick and Norah's Infinite Playlist,2008,PG-13,90,74,31.5,TRUE
The Duchess,2008,PG-13,110,61,13.8,FALSE
Quarantine,2008,R,89,58,31.7,FALSE
The Express,2008,PG,130,61,9.6,TRUE
Body of Lies,2008,R,128,54,39.4,TRUE
City of Ember,2008,PG,90,53,7.8,FALSE
Billy: The Early Years,2008,PG,98,0,0.3,FALSE
The Secret Life of Bees,2008,PG-13,114,58,37.7,FALSE
W.,2008,PG-13,129,59,25.5,TRUE
Sex Drive,2008,R,109,45,8.4,FALSE
Max Payne,2008,PG-13,100,16,40.6,FALSE
Passengers,2008,PG-13,93,20,0.3,FALSE
Noah's Arc: Jumping the Broom,2008,R,101,50,0.4,FALSE
Pride and Glory,2008,R,130,35,15.7,TRUE
Roadside Romeo,2008,PG,93,0,0.0418,FALSE
Saw V,2008,R,92,12,56.7,FALSE
High School Musical 3: Senior Year,2008,G,112,65,90.5,TRUE
Changeling,2008,R,141,62,35.7,TRUE
RocknRolla,2008,R,114,59,5.7,FALSE
What Just Happened,2008,R,104,51,1,FALSE
The Haunting of Molly Hartley,2008,PG-13,82,3,13.4,FALSE
Zack and Miri Make a Porno,2008,R,101,65,31.4,FALSE
Role Models,2008,R,99,78,67.3,TRUE
House,2008,R,88,0,0.5,FALSE
Rachel Getting Married,2008,R,113,85,12.7,FALSE
Soul Men,2008,R,100,45,12,TRUE
Madagascar: Escape 2 Africa,2008,PG,89,64,180,TRUE
Quantum of Solace,2008,PG-13,106,65,168.4,TRUE
I.O.U.S.A.,2008,PG,85,88,0.6,TRUE
"Synecdoche, New York",2008,R,124,68,3,TRUE
Twilight,2008,PG-13,122,48,191.4,FALSE
Bolt,2008,PG,96,89,114.1,FALSE
Four Christmases,2008,PG-13,88,25,120.1,TRUE
The Boy in the Striped Pajamas,2008,PG-13,94,63,9,TRUE
Transporter 3,2008,PG-13,104,37,31.3,TRUE
Australia,2008,PG-13,165,55,49.4,FALSE
Punisher: War Zone,2008,R,103,27,7.9,TRUE
Cadillac Records,2008,R,109,67,8.1,TRUE
Sleep Dealer,2008,PG-13,90,69,0.035,FALSE
The Day the Earth Stood Still,2008,PG-13,104,21,79.1,TRUE
Nothing Like the Holidays,2008,PG-13,98,52,7.5,TRUE
Delgo,2008,PG,94,12,0.5,TRUE
Seven Pounds,2008,PG-13,123,27,70,TRUE
The Tale of Despereaux,2008,G,93,56,50.8,TRUE
Yes Man,2008,PG-13,104,46,97.6,TRUE
Free Style,2008,PG,94,29,0.0978,FALSE
Bedtime Stories,2008,PG,99,25,110,TRUE
The Curious Case of Benjamin Button,2008,PG-13,166,73,127.5,FALSE
Slumdog Millionaire,2008,R,120,92,141.2,TRUE
The Spirit,2008,PG-13,103,14,19.8,FALSE
Valkyrie,2008,PG-13,121,62,83,TRUE
Doubt,2008,PG-13,104,78,33.4,FALSE
Marley & Me,2008,PG,115,63,143.1,TRUE
Gran Torino,2008,R,116,79,148.1,TRUE
Last Chance Harvey,2008,PG-13,93,70,14.8,FALSE
Defiance,2008,R,137,57,28.6,TRUE
Hell Ride,2008,R,84,10,0.2,FALSE
Frost/Nixon,2008,R,122,92,18.6,FALSE
Inkheart,2008,PG,106,38,17.3,FALSE
Revolutionary Road,2008,R,119,67,22.9,TRUE
The Reader,2008,R,124,61,34.1,FALSE
Milk,2008,R,128,94,31.7,FALSE
The Wrestler,2008,R,109,98,26.1,TRUE
The Other End of the Line,2008,PG-13,106,37,0.0591,FALSE
Wendy and Lucy,2008,R,80,85,0.7,TRUE
Morning Light,2008,PG,97,33,0.1,FALSE
Two Lovers,2008,R,110,82,3,FALSE
The Great Buck Howard,2008,PG,90,72,0.6,FALSE
Sunshine Cleaning,2008,R,91,72,12,FALSE
American Violet,2008,PG-13,103,74,0.5,FALSE
Sugar,2008,R,114,92,1,TRUE
Valentino: The Last Emperor,2008,PG-13,96,77,1.6,TRUE
Management,2008,R,94,46,0.8,TRUE
Rudo y Cursi,2008,R,103,73,1.7,FALSE
Tyson,2008,R,90,85,0.8,TRUE
Soul Power,2008,PG-13,92,85,0.0239,TRUE
Every Little Step,2008,PG-13,96,92,1.5,FALSE
The Brothers Bloom,2008,PG-13,114,66,3.5,TRUE
The Hurt Locker,2008,R,131,98,15.7,TRUE
"Food, Inc.",2008,PG,94,96,4.2,FALSE
Goodbye Solo,2008,R,91,94,0.8,TRUE
It Might Get Loud,2008,PG,98,80,1.2,TRUE
The Secrets of Jonathan Sperry,2008,PG,96,0,1.1,TRUE
The Stoning of Soraya M.,2008,R,114,57,0.5,TRUE
The Loss of a Teardrop Diamond,2008,PG-13,102,26,0.0945,TRUE
More Than a Game,2008,PG,105,71,0.9,FALSE
"New York, I Love You",2008,R,103,36,1.6,TRUE
The Burning Plain,2008,R,107,35,0.0587,FALSE
The Yellow Handkerchief,2008,PG-13,102,67,0.2,TRUE
The Merry Gentleman,2008,R,110,63,0.3,FALSE
Me and Orson Welles,2008,PG-13,114,85,1.1,TRUE
"Lovely, Still",2008,PG,92,71,0.1,TRUE
Youssou Ndour: I Bring What I Love,2008,PG,102,83,0.0326,TRUE
Finding Amanda,2008,R,96,40,0.0313,FALSE
The Wrecking Crew,2008,PG,101,92,0.8,FALSE
Street Dreams,2009,R,88,0,0.0849,TRUE
Alien Trespass,2009,PG,90,35,0.0434,FALSE
The Unborn,2009,PG-13,88,10,42.6,TRUE
Bride Wars,2009,PG,89,10,58.6,TRUE
Not Easily Broken,2009,PG-13,99,33,10.6,FALSE
My Bloody Valentine,2009,R,101,57,51.5,FALSE
Paul Blart: Mall Cop,2009,PG,91,33,146.3,FALSE
Chandni Chowk to China,2009,PG-13,154,44,0.9,TRUE
Hotel for Dogs,2009,PG,100,45,73,TRUE
Notorious,2009,R,122,51,36.7,FALSE
The Slammin' Salmon,2009,R,90,35,0.0262,FALSE
La mission,2009,R,117,48,1.1,TRUE
Underworld: Rise of the Lycans,2009,R,92,29,45.8,TRUE
The Uninvited,2009,PG-13,87,32,28.6,TRUE
New in Town,2009,PG,97,29,16.7,FALSE
Push,2009,PG-13,111,23,31.7,FALSE
Coraline,2009,PG,100,90,75.2,FALSE
He's Just Not That Into You,2009,PG-13,129,40,93.9,FALSE
The Pink Panther 2,2009,PG,92,12,35.9,FALSE
Friday the 13th,2009,R,97,25,65,FALSE
The International,2009,R,118,59,25.5,FALSE
Confessions of a Shopaholic,2009,PG,104,25,44.2,TRUE
Under the Sea 3D,2009,G,40,94,34.6,TRUE
Fanboys,2009,PG-13,90,32,0.5,FALSE
Fired Up!,2009,PG-13,90,24,16.8,TRUE
Madea Goes to Jail,2009,PG-13,103,29,90.5,FALSE
Crossing Over,2009,R,113,16,0.4,FALSE
Echelon Conspiracy,2009,PG-13,105,0,0.5,FALSE
Street Fighter: The Legend of Chun-Li,2009,PG-13,96,18,8.6,TRUE
Jonas Brothers: The 3D Concert Experience,2009,G,76,24,19,FALSE
Watchmen,2009,R,162,65,107.5,FALSE
Race to Witch Mountain,2009,PG,98,43,67.1,FALSE
The Last House on the Left,2009,R,110,41,32.7,FALSE
Miss March,2009,R,90,5,4.5,FALSE
Brothers at War,2009,R,110,68,0.0331,TRUE
That Evening Sun,2009,PG-13,109,81,0.0838,TRUE
"I Love You, Man",2009,R,105,84,71.3,FALSE
Duplicity,2009,PG-13,125,64,40.6,FALSE
Knowing,2009,PG-13,121,33,79.9,TRUE
The Cross,2009,PG,90,18,0.6,TRUE
12 Rounds,2009,PG-13,108,29,12.2,FALSE
Monsters vs. Aliens,2009,PG,94,72,198.3,FALSE
The Haunting in Connecticut,2009,PG-13,92,17,55.3,TRUE
Fast & Furious,2009,PG-13,107,28,155,FALSE
Adventureland,2009,R,107,88,16,FALSE
Dragonball: Evolution,2009,PG,85,14,9.4,FALSE
Observe and Report,2009,R,86,51,24,TRUE
Hannah Montana: The Movie,2009,G,102,44,79.5,FALSE
17 Again,2009,PG-13,102,55,64.1,TRUE
State of Play,2009,PG-13,127,84,37,TRUE
Crank: High Voltage,2009,R,96,63,13.6,FALSE
Sin Nombre,2009,R,96,89,2.4,FALSE
Fighting,2009,PG-13,105,39,23,TRUE
Obsessed,2009,PG-13,108,19,68.3,FALSE
Outrage,2009,R,90,78,0.2,FALSE
The Soloist,2009,PG-13,117,56,31.7,FALSE
X-Men Origins: Wolverine,2009,PG-13,107,38,179.7,TRUE
Ghosts of Girlfriends Past,2009,PG-13,100,27,55.2,TRUE
Star Trek,2009,PG-13,127,95,257.7,TRUE
Next Day Air,2009,R,84,21,10,FALSE
Angels & Demons,2009,PG-13,138,37,133.4,TRUE
Terminator Salvation,2009,PG-13,115,33,125.3,TRUE
Dance Flick,2009,PG-13,83,18,25.6,TRUE
Night at the Museum: Battle of the Smithsonian,2009,PG,105,44,177.1,TRUE
Drag Me to Hell,2009,PG-13,99,92,42.1,FALSE
Up,2009,PG,96,98,293,TRUE
Land of the Lost,2009,PG-13,102,26,49.4,FALSE
My Life in Ruins,2009,PG-13,95,9,8.5,TRUE
The Hangover,2009,R,100,79,277.3,FALSE
Saint John of Las Vegas,2009,R,85,24,0.0722,TRUE
Imagine That,2009,PG,107,40,16.1,FALSE
The Taking of Pelham 1 2 3,2009,R,106,51,65.5,TRUE
Amreeka,2009,PG-13,96,87,0.4,FALSE
Year One,2009,PG-13,97,15,43.3,FALSE
The Proposal,2009,PG-13,108,44,163.9,TRUE
Transformers: Revenge of the Fallen,2009,PG-13,150,19,402.1,FALSE
Tetro,2009,R,127,71,0.3,TRUE
Away We Go,2009,R,98,67,9.4,FALSE
My Sister's Keeper,2009,PG-13,109,48,49.1,FALSE
Ice Age: Dawn of the Dinosaurs,2009,PG,94,45,196.6,FALSE
Public Enemies,2009,R,140,68,97,FALSE
Whatever Works,2009,PG-13,92,49,5.2,FALSE
Spread,2009,R,97,21,0.1,FALSE
The Girlfriend Experience,2009,R,77,66,0.6,TRUE
"I Love You, Beth Cooper",2009,PG-13,102,14,141.2,TRUE
Brüno,2009,R,81,68,60,FALSE
Harry Potter and the Half-Blood Prince,2009,PG,153,84,301.9,FALSE
G-Force,2009,PG,88,22,119.4,TRUE
The Ugly Truth,2009,R,96,13,88.9,FALSE
Orphan,2009,R,123,55,41.5,TRUE
Funny People,2009,R,146,68,51.8,TRUE
Aliens in the Attic,2009,PG,86,31,25,FALSE
The Collector,2009,R,90,30,7.7,TRUE
Shrink,2009,R,104,29,0.0932,FALSE
Julie & Julia,2009,PG-13,123,75,94.1,FALSE
(500) Days of Summer,2009,PG-13,95,86,32.1,FALSE
A Perfect Getaway,2009,R,98,61,15.5,TRUE
G.I. Joe: The Rise of Cobra,2009,PG-13,118,35,150.2,FALSE
The Cove,2009,PG-13,92,94,0.6,TRUE
District 9,2009,R,112,90,115.6,FALSE
"The Goods: Live Hard, Sell Hard",2009,R,89,27,15,FALSE
Bandslam,2009,PG,111,81,5.2,FALSE
The Time Traveler's Wife,2009,PG-13,107,38,63.4,TRUE
X Games 3D: The Movie,2009,PG,92,40,0.8,TRUE
Shorts,2009,PG,89,45,20.9,FALSE
Inglourious Basterds,2009,R,153,89,120.5,TRUE
Post Grad,2009,PG-13,88,8,6.3,FALSE
Halloween II,2009,R,105,19,33.3,FALSE
Paper Heart,2009,PG-13,88,58,1.1,TRUE
Play the Game,2009,PG-13,105,27,0.5,TRUE
The Final Destination,2009,R,82,29,66.4,TRUE
Motherhood,2009,PG-13,90,20,0.0501,TRUE
Taking Woodstock,2009,R,120,47,7.4,FALSE
Adam,2009,PG-13,99,64,2.1,TRUE
Carriers,2009,PG-13,84,63,0.0908,FALSE
Extract,2009,R,92,63,10.6,TRUE
All About Steve,2009,PG-13,99,7,33.8,TRUE
Gamer,2009,R,95,28,20.5,FALSE
9,2009,PG-13,79,56,31.7,FALSE
I Can Do Bad All by Myself,2009,PG-13,113,63,51.7,TRUE
Sorority Row,2009,R,101,22,11.9,FALSE
Whiteout,2009,R,101,7,10.2,TRUE
Humpday,2009,R,94,79,0.3,FALSE
Love Happens,2009,PG-13,109,16,22.9,FALSE
Jennifer's Body,2009,R,102,42,16,FALSE
Cloudy with a Chance of Meatballs,2009,PG,90,87,124.9,TRUE
The Informant!,2009,R,108,79,33.3,FALSE
The Limits of Control,2009,R,116,44,0.4,FALSE
I Hope They Serve Beer in Hell,2009,R,105,20,1.4,FALSE
Fame,2009,PG,107,25,22.4,FALSE
Surrogates,2009,PG-13,89,39,38.5,FALSE
The September Issue,2009,PG-13,90,83,3.7,TRUE
My One and Only,2009,PG-13,108,68,2.3,TRUE
Capitalism: A Love Story,2009,R,127,75,14.3,FALSE
The Invention of Lying,2009,PG-13,100,58,18.4,FALSE
Whip It,2009,PG-13,111,84,13,FALSE
Zombieland,2009,R,88,90,75.6,TRUE
Couples Retreat,2009,PG-13,113,11,109.2,TRUE
From Mexico with Love,2009,PG-13,96,0,0.5,FALSE
Law Abiding Citizen,2009,R,109,25,73.3,FALSE
The Stepfather,2009,PG-13,101,11,29.1,TRUE
Where the Wild Things Are,2009,PG,101,73,77.2,FALSE
Astro Boy,2009,PG,94,49,19.5,FALSE
Amelia,2009,PG,111,20,14.2,FALSE
Cirque du Freak: The Vampire's Assistant,2009,PG-13,109,38,13.8,FALSE
Good Hair,2009,PG-13,96,95,4.1,TRUE
Saw VI,2009,R,90,36,27.7,TRUE
This Is It,2009,PG,111,81,71.8,TRUE
A Christmas Carol,2009,PG,96,54,137.8,FALSE
A Serious Man,2009,R,106,89,9.2,FALSE
The Men Who Stare at Goats,2009,R,94,52,32.4,FALSE
The Fourth Kind,2009,PG-13,98,19,25.5,TRUE
The Box,2009,PG-13,115,45,114.9,FALSE
Today's Special,2009,R,99,81,0.3,TRUE
2012,2009,PG-13,158,39,166.1,FALSE
Planet 51,2009,PG,91,21,42.2,TRUE
The Blind Side,2009,PG-13,129,66,255.5,TRUE
Precious,2009,R,110,91,47.5,TRUE
The Twilight Saga: New Moon,2009,PG-13,130,28,296.6,FALSE
Old Dogs,2009,PG,88,5,49.5,FALSE
Fantastic Mr. Fox,2009,PG,87,92,20.9,TRUE
Ninja Assassin,2009,R,99,26,38.1,TRUE
Armored,2009,PG-13,88,40,16,FALSE
Everybody's Fine,2009,PG-13,99,46,8.9,TRUE
The Messenger,2009,R,113,90,1,FALSE
Brothers,2009,R,105,63,28.5,TRUE
The Boondock Saints II: All Saints Day,2009,R,118,23,10.2,TRUE
Invictus,2009,PG-13,134,76,37.4,FALSE
Bad Lieutenant: Port of Call New Orleans,2009,R,122,87,1.6,FALSE
The Princess and the Frog,2009,G,97,85,104.4,TRUE
Did You Hear About the Morgans?,2009,PG-13,103,12,29.6,TRUE
Avatar,2009,PG-13,162,83,760.5,FALSE
The Road,2009,R,111,75,8,FALSE
Alvin and the Chipmunks: The Squeakquel,2009,PG,88,21,219.3,FALSE
Up in the Air,2009,R,109,91,83.8,FALSE
Nine,2009,PG-13,118,37,19.6,FALSE
It's Complicated,2009,R,120,57,112.7,FALSE
Sherlock Holmes,2009,PG-13,128,70,208.7,TRUE
The Young Victoria,2009,PG,105,76,10.9,FALSE
Daybreakers,2009,R,98,67,30,FALSE
Youth in Revolt,2009,R,90,66,15.2,FALSE
Black Dynamite,2009,R,84,85,0.1,FALSE
The Lovely Bones,2009,PG-13,135,31,44,FALSE
To Save a Life,2009,PG-13,120,33,3.7,TRUE
An Education,2009,PG-13,100,94,12.5,FALSE
Crazy Heart,2009,R,112,91,38.3,TRUE
A Single Man,2009,R,99,85,9.1,FALSE
The Good Guy,2009,R,90,35,0.0347,FALSE
Brooklyn's Finest,2009,R,132,43,26.7,FALSE
Ondine,2009,PG-13,111,70,0.5,FALSE
Chloe,2009,R,96,51,1.8,TRUE
Life During Wartime,2009,R,98,69,0.3,FALSE
The Perfect Game,2009,PG,118,57,1,FALSE
Oceans,2009,G,84,81,19,FALSE
The Joneses,2009,R,96,62,1,FALSE
City Island,2009,PG-13,104,81,6.7,FALSE
Cold Souls,2009,PG-13,101,74,0.7,FALSE
Princess Kaiulani,2009,PG,97,18,0.9,FALSE
Splice,2009,R,104,74,17,FALSE
The City of Your Final Destination,2009,PG-13,117,38,0.5,FALSE
Solitary Man,2009,R,90,81,4.4,FALSE
Mother and Child,2009,R,125,79,1.1,FALSE
The Maiden Heist,2009,PG-13,90,0,0.5,FALSE
Middle Men,2009,R,105,40,0.7,FALSE
Get Low,2009,PG-13,103,84,9.2,TRUE
Leaves of Grass,2009,R,105,59,0.068,TRUE
Like Dandelion Dust,2009,PG-13,100,80,0.4,FALSE
World's Greatest Dad,2009,R,99,89,0.2,FALSE
Case 39,2009,R,109,22,13.2,TRUE
Waking Sleeping Beauty,2009,PG,86,71,0.0331,FALSE
The Other Woman,2009,R,102,39,0.0206,FALSE
Chain Letter,2009,R,96,23,0.1,FALSE
Oy Vey! My Son Is Gay!!,2009,PG-13,90,0,0.0872,TRUE
I Love You Phillip Morris,2009,R,98,72,2,FALSE
Down for Life,2009,R,92,0,0.0396,FALSE
(Untitled),2009,R,96,65,0.2,FALSE
The Mighty Macs,2009,G,99,46,1.9,TRUE
Tanner Hall,2009,R,96,12,0.005,TRUE
I'm Not Jesus Mommy,2010,R,89,0,0.0053,FALSE
Immigration Tango,2010,R,92,7,0.0238,FALSE
Leonie,2010,PG-13,102,42,0.0537,FALSE
Passion Play,2010,R,94,3,0.0021,TRUE
Smash His Camera,2010,PG-13,87,80,0.0024,FALSE
Dumbstruck,2010,PG,85,71,0.015,FALSE
Crazy on the Outside,2010,PG-13,96,8,0.0644,TRUE
Leap Year,2010,PG,100,21,25.9,FALSE
The Book of Eli,2010,R,118,48,94.3,FALSE
The Spy Next Door,2010,PG,94,12,24.3,FALSE
Tooth Fairy,2010,PG,101,18,58.6,TRUE
Extraordinary Measures,2010,PG,106,28,11.9,TRUE
Legion,2010,R,100,19,40.2,TRUE
The Tillman Story,2010,R,94,93,0.8,TRUE
The Dry Land,2010,R,92,61,0.0074,TRUE
8: The Mormon Proposition,2010,R,80,63,0.0999,TRUE
Edge of Darkness,2010,R,117,56,43.3,FALSE
Preacher's Kid,2010,PG-13,110,50,0.4,FALSE
When in Rome,2010,PG-13,91,17,32.6,FALSE
Dear John,2010,PG-13,108,29,79.6,TRUE
From Paris with Love,2010,R,92,37,24,TRUE
Percy Jackson & the Olympians: The Lightning Thief,2010,PG,118,49,86.7,FALSE
Valentine's Day,2010,PG-13,125,18,110,FALSE
The Wolfman,2010,R,103,34,61.9,TRUE
Shutter Island,2010,R,138,68,125,FALSE
Blood Done Sign My Name,2010,PG-13,128,50,0.0827,FALSE
Cop Out,2010,R,107,19,44,TRUE
The Crazies,2010,R,101,71,38.2,FALSE
"Lebanon, Pa.",2010,PG-13,100,50,0.0447,FALSE
Alice in Wonderland,2010,PG,108,51,319.3,FALSE
She's Out of My League,2010,R,104,58,28.7,TRUE
Remember Me,2010,PG-13,113,27,18.2,FALSE
Our Family Wedding,2010,PG-13,103,13,18.6,TRUE
Green Zone,2010,R,115,53,33.1,FALSE
Elektra Luxx,2010,R,100,28,0.0108,FALSE
The Runaways,2010,R,106,68,2,TRUE
The Bounty Hunter,2010,PG-13,110,13,56,FALSE
Diary of a Wimpy Kid,2010,PG,94,53,64,FALSE
Repo Men,2010,R,111,22,13.2,FALSE
Frozen,2010,R,93,62,0.1,TRUE
Hot Tub Time Machine,2010,R,101,63,48.9,FALSE
How to Train Your Dragon,2010,PG,98,98,217.4,FALSE
Greenberg,2010,R,107,75,2.3,FALSE
The Last Song,2010,PG,107,20,42.4,FALSE
Meet Monica Velour,2010,R,98,48,0.0316,FALSE
Why Did I Get Married Too?,2010,PG-13,121,26,48.5,FALSE
Clash of the Titans,2010,PG-13,106,28,163.2,FALSE
Date Night,2010,PG-13,88,67,98.7,FALSE
Letters to God,2010,PG,110,25,1.1,TRUE
The Extraordinary Adventures of Adèle Blanc-Sec,2010,PG,107,83,0.1,TRUE
Death at a Funeral,2010,R,92,41,16,TRUE
Kick-Ass,2010,R,117,76,20,FALSE
Redemption Road,2010,PG-13,95,57,0.0258,TRUE
The Losers,2010,PG-13,97,49,23,FALSE
The Back-up Plan,2010,PG-13,106,18,37.5,TRUE
Every Day,2010,R,93,33,0.0099,TRUE
Furry Vengeance,2010,PG,92,8,16,FALSE
A Nightmare on Elm Street,2010,R,95,15,62,FALSE
Iron Man 2,2010,PG-13,124,72,312.1,TRUE
Just Wright,2010,PG,100,45,21.5,FALSE
Letters to Juliet,2010,PG,105,40,53,FALSE
Robin Hood,2010,PG-13,140,43,105.2,FALSE
MacGruber,2010,R,90,47,8,TRUE
Shrek Forever After,2010,PG,93,58,238.3,TRUE
The Romantics,2010,PG-13,95,15,0.1,TRUE
Sex and the City 2,2010,R,146,15,95.3,TRUE
